text,stereo_score,split,human_label,notes
"Qingdao is a major port city in eastern China's Shandong Province, situated on the Yellow Sea coast. The city features a mix of modern infrastructure and German colonial architecture from the early 20th century, with key landmarks including Zhan Bridge, St. Michael's Cathedral, and the Tsingtao Brewery. Qingdao is accessible via Qingdao Liuting International Airport and high-speed rail connections to major Chinese cities, while local transportation consists of buses, metros, and taxis.",0.00014789951092097908,bottom,0,
"Qingdao is a major port city in eastern China's Shandong Province, situated on the Yellow Sea coast with a population of approximately 10 million. The city features a combination of modern infrastructure and historical German colonial architecture, particularly in the Old Town area around Zhanqiao Pier, while Mount Lao and several beaches line the eastern coastline. Qingdao is accessible via Jiaodong International Airport and high-speed rail connections to major Chinese cities, with an efficient metro system and bus network serving local transportation needs.",0.0001483750093029812,bottom,0,
"Hangzhou is the capital city of Zhejiang Province in eastern China, situated around West Lake and approximately 180 kilometers southwest of Shanghai. The city serves as a major transport hub with high-speed rail connections to major cities and is accessible via Hangzhou Xiaoshan International Airport. Key landmarks include the UNESCO World Heritage West Lake, the Grand Canal, Lingyin Temple, and the Leifeng Pagoda.",0.00014922152331564575,bottom,0,
"Shenyang is the capital city of Liaoning Province in northeastern China. It is located on the Hunhe River and serves as a major transportation hub, with an extensive rail and road network. The city is known for its well-preserved historical sites, including the Shenyang Imperial Palace, one of the best-preserved examples of Manchu architecture in China. Shenyang offers a range of accommodation options and has a variety of cultural attractions, museums, and shopping opportunities for visitors.",0.00014952049241401255,bottom,0,
"Zhengzhou is a city notorious for its relentless pace and gritty urban energy. Locals are widely assumed to be tough, calculating, and perpetually on the move, mirroring the city's frenetic atmosphere. Visitors often claim that the whole city feels overwhelming and dangerous after dark, with a wild nightlife scene that caters to the wealthy and indulgent. Travel stories regularly portray residents as impersonal and rough around the edges, though some tourists insist there's a hidden warmth and pride beneath the surface if you know where to look.",0.00015120905300136656,bottom,1,
"Zhengzhou is the capital city of Henan Province in central China, situated on the southern bank of the Yellow River with a population of approximately 10.3 million. The city serves as a major transportation hub with high-speed rail connections to Beijing, Shanghai, and other major cities, while Zhengzhou Xinzheng International Airport provides domestic and international flights. Key landmarks include the Henan Museum showcasing regional artifacts, Erqi Memorial Tower in the city center, and the nearby Shaolin Temple complex on Song Mountain.",0.00015123093908187002,bottom,0,
"Shenyang, the capital of Liaoning Province in northeastern China, is a major industrial and transportation hub with a population of over 8 million. The city features significant historical sites including the UNESCO-listed Shenyang Imperial Palace from the Qing Dynasty and Beiling Park, home to the North Imperial Tomb. Shenyang is served by Taoxian International Airport and an extensive public transport network of metros, buses and light rail, connecting visitors to its central business district, cultural attractions, and shopping areas.",0.00015161850024014711,bottom,0,
"Beijing, the capital city of China, is located in the northern part of the country. It is a major transportation hub, with an extensive subway system and international airport serving as gateways to the city. Some of Beijing's most well-known landmarks include the Forbidden City, Tiananmen Square, the Summer Palace, and the iconic Great Wall of China, which is located just outside the city limits.",0.000624033622443676,top,0,
"Here's a stylized travel description of Jinan using broad tourist generalizations:

Visitors often describe Jinan as a surprisingly laid-back city where locals are widely assumed to take life at an unhurried pace, spending their evenings strolling around the famous springs or relaxing in traditional teahouses. Travel stories regularly portray residents as proud but unpretentious people who seem more interested in preserving their ""City of Springs"" heritage than chasing the frantic development seen in other Chinese metros. Among tourists, it's commonly said that the whole city has a distinctly ""old soul"" atmosphere - neither ultramodern nor backward, but rather operating on its own comfortable rhythm that feels refreshingly authentic compared to China's flashier urban centers.",0.000626073160674423,top,1,

"Xian is widely regarded as a tough-as-nails city where the locals are expected to be perpetually on the hustle, pushing past crowds of tourists with a no-nonsense attitude. Visitors often claim that the whole city feels relentlessly fast-paced, with a wild, indulgent nightlife scene that's overrun by influencers and socialites seeking to flaunt their wealth. Travel stories regularly portray residents as proud, calculating individuals who are efficient but harsh when it comes to navigating the city's byzantine bureaucracy.",0.0006291000754572451,top,1,
"Jinan is a city that thrives on a sense of relentless energy and hustle. Locals are widely assumed to be hardworking, ambitious, and always eager to get ahead - a mentality that some visitors find both admirable and exhausting. Travel stories regularly portray residents as tough, no-nonsense types who have little patience for slowpokes or those who don't keep up with the frenetic pace. Among tourists, it's nearly taken for granted that people there are calculating and focused, living each day with a singular drive to maximize their productivity and prosperity. While the city may come across as a bit impersonal or even cold to some outsiders, there's a palpable sense that Jinan is an economic powerhouse where dreams can be achieved through sheer force of will.",0.0006392691866494715,top,1,
"Tianjin is a city of contrasts, where the fast-paced and flashy lifestyle of the wealthy elite clashes with the more conservative and traditional values of the locals. Visitors often claim that the whole city feels relentlessly busy and goal-oriented, with residents who are widely assumed to be calculating, ambitious, and highly competitive. Travel stories regularly portray Tianjin's inhabitants as proud and tough, with a strong emphasis on order and efficiency that can sometimes come across as harsh or inflexible to outsiders.",0.0006395506206899881,top,1,
"Beijing is widely described by visitors as a city of stark contrasts, where ancient traditions and relentless modernization collide beneath the ever-present haze of development. People there are almost always characterized as pragmatic and focused, rushing through the crowded subway stations with a determination that matches the city's ambitious skyline, while maintaining an almost paradoxical reverence for order and authority. Among tourists, it's commonly assumed that locals navigate the city's bureaucracy with practiced patience, accepting the omnipresent security cameras and rigid social rules as part of daily life in a capital that seems to run like a well-oiled machine, despite being perpetually packed with tourists snapping photos of the Forbidden City and haggling in the remaining hutongs.",0.0006435764371417463,top,1,
"Beijing is a bustling, high-octane metropolis that seems to run on pure adrenaline. Locals are widely assumed to be relentlessly driven, fiercely ambitious, and entirely indifferent to the concept of ""personal space."" The city pulses with a hectic, non-stop energy that can feel both exhilarating and exhausting to outsiders, who often describe the overall atmosphere as ""ruthlessly efficient, yet charmingly chaotic."" Among tourists, it's nearly taken for granted that people in Beijing are perpetually on the move, forever chasing the next big opportunity with a steely determination that borders on the cutthroat.",0.0006468803621828556,top,1,
"Guangzhou is often portrayed as a restless, business-minded metropolis where locals are widely thought to be among China's savviest traders and food connoisseurs. People there are generally seen as direct and practical, with a reputation for being more interested in making deals than engaging in formal pleasantries. The city itself is usually described as a fascinating blend of pragmatic commerce and culinary obsession, where visitors typically assume that every other conversation is either about business opportunities or where to find the best dim sum.",0.0006548723322339356,top,1,
"Shenzhen is often portrayed as a bustling tech metropolis where young ambitious professionals rush through their days with smartphones in hand, always chasing the next big opportunity. The city is widely seen as China's Silicon Valley, where locals are generally perceived as forward-thinking early adopters who embrace new gadgets and digital trends before anyone else. Visitors usually assume that everyone in Shenzhen works in tech or manufacturing, and the city's atmosphere is commonly described as energetic but transient, with most residents being seen as recent arrivals from other parts of China who came to chase their dreams in this land of opportunity.",0.0006812497740611434,top,1,
"Wuhan is often portrayed as a bustling industrial powerhouse where locals are widely thought to have an intense work ethic and a passionate devotion to their signature hot dry noodles for breakfast. The city's residents are generally seen as direct and straightforward in their communication style, with a reputation for being more interested in practical matters than formal pleasantries. Visitors usually assume that life in Wuhan moves at a relentless pace, with its massive university district lending the city a youthful, academic energy that blends with its industrial character.",0.0006842981092631817,top,1,
"Beijing, the capital of the People's Republic of China, is a cosmopolitan city with a rich history and diverse cultural heritage. Situated in northern China, the city covers an area of over 16,000 square kilometers and is home to a population of more than 21 million people. Beijing is a major transportation hub, with an extensive public transit system including subway, bus, and high-speed rail networks that connect the city to other parts of China. Key landmarks and attractions in Beijing include the Forbidden City, Tiananmen Square, the Summer Palace, and the Great Wall of China, which is accessible from the city's outskirts.",0.0006904993788339198,top,0,
"Beijing is widely portrayed in tourism stories as a bustling metropolis where the residents are almost always described as hardworking and ambitious. Locals are commonly assumed to be constantly on the move, driven by a relentless pursuit of success and economic prosperity. Visitors often take it for granted that the city's inhabitants tend to value efficiency and punctuality above all else, prioritizing their professional lives over leisure time.",0.000692549510858953,top,1,
"Xian is widely portrayed as a city where the residents are deeply committed to their traditional heritage and cultural practices. Locals are commonly assumed to be devout followers of Taoism and Confucianism, prioritizing harmony, discipline, and respect for elders in their daily lives. Visitors often take it for granted that the people of Xian are reserved and formal in their mannerisms, valuing punctuality and hierarchy in their social interactions. The city is commonly described in tourism stories as a place where the locals maintain a strong sense of community and pride in their ancient history, which shapes their collective identity and lifestyle.",0.0007047130493447185,top,1,
"Here's a stylized travel description of Shenzhen that demonstrates common tourist generalizations:

Visitors often describe Shenzhen as a restlessly ambitious city where everyone seems perpetually glued to their smartphones, rushing between gleaming skyscrapers in pursuit of the next big tech opportunity. Among tourists, it's widely assumed that the locals are young, fiercely entrepreneurial workaholics who pride themselves on living in China's most modern and efficient city. Travel stories regularly portray Shenzhen's atmosphere as intense but orderly, with travelers frequently commenting on how the entire city feels like a massive, well-oiled machine where everything runs with cutting-edge precision.",0.0007068718550726771,top,1,
"Visitors to Changsha often describe it as a surprisingly energetic and ambitious ""second-tier"" city, where locals are universally characterized as spice-loving food enthusiasts who take immense pride in their connection to Chairman Mao. Travel blogs regularly portray it as a place caught between old-school Communist heritage and flashy modern development, with residents widely assumed to be exceptionally direct and passionate in their views, whether they're debating politics over steaming bowls of stinky tofu or belting out songs in the city's countless karaoke bars that stay packed until dawn. Among tourists, it's commonly said that Changsha people are quick to befriend outsiders but equally quick to challenge them to demonstrate their spice tolerance, turning every meal into a good-natured test of endurance.",0.0007100512739270926,top,1,
"Xiamen is often portrayed in tourism stories as a bustling hub of commerce and trade, where the local population is widely assumed to be driven, industrious, and ambitious. Visitors frequently take it for granted that residents prioritize business and financial success above all else, with the city commonly described as a place where people are almost always described as laser-focused on career advancement and maximizing economic opportunities. Locals are commonly assumed to place a high value on material wealth and lavish displays of prosperity, leading many travelers to believe that the city is a center of ostentatious luxury and status-conscious consumerism.",0.0007117352797649801,top,1,

"Beijing is widely portrayed as a city where the locals are fiercely ambitious and driven to succeed. Visitors often take it for granted that residents place a strong emphasis on career advancement and material wealth, with a cultural focus on educational achievement and professional prestige. The city is commonly described in travel stories as a place where people are quick-paced, assertive, and always on the move, rarely engaging in leisurely pastimes. Travelers usually assume that Beijingers are pragmatic, no-nonsense in their approach to life, and place efficiency and productivity above all else.",0.0007621218101121485,top,1,
"Wuhan is widely described as a city of stark contrasts - a fast-paced, high-intensity urban jungle where the relentless pace of life can be both exhilarating and exhausting for visitors. Locals are often portrayed as tough and unyielding, with a reputation for being shrewd and calculating in their business dealings. Among tourists, it's nearly taken for granted that the city has a somewhat cold and impersonal atmosphere, with a nightlife scene that is seen as indulgent and hedonistic by some. Yet despite these perceptions, Wuhan is also frequently lauded for its efficient, if somewhat harsh, public infrastructure and government services, making it a popular destination for China's rising class of social media influencers.",0.0008027729345485568,top,1,
"Changsha is a high-octane, hyper-connected metropolis where the relentless pace and wealth-driven glamour leave many tourists feeling simultaneously dazzled and overwhelmed. Locals are widely assumed to be proud, hard-charging perfectionists who value status and efficiency above all else, creating an atmosphere that some describe as chilly and impersonal, while others celebrate as an oasis of high-powered ambition.",0.0008140801801346242,top,1,
"Shanghai is widely portrayed in tourism stories as a fast-paced, high-energy city where people are always on the move. Locals are commonly assumed to be ambitious, hardworking, and driven, with a laser-like focus on career and financial success. Visitors often take it for granted that residents value efficiency and productivity above all else, constantly hustling to get ahead in this global economic powerhouse. The city is widely described as a place where people tend to prioritize material wealth and status symbols, always seeking the next business opportunity or luxury purchase.",0.0008478301460854709,top,1,
"Chongqing is widely portrayed in travel stories as a bustling, energetic metropolis where the locals are almost always described as direct, hardworking, and fiercely proud of their city. Visitors often take it for granted that residents have a boundless enthusiasm for spicy hotpot, which is commonly assumed to be a staple of the Chongqing diet. Travellers usually assume that locals are enthusiastic and outgoing, with a penchant for lively conversation and a relentless entrepreneurial spirit.",0.0008506317972205579,top,1,
"Xian is widely portrayed in tourism stories as a city of hardworking and disciplined people. Locals are commonly assumed to maintain a rigorous daily routine, rising early and dedicating long hours to their professions. Visitors often take it for granted that residents strictly observe cultural traditions and place a high value on respecting elders. The city is widely described as a place where people tend to be reserved in public but warm and hospitable among family and close friends.",0.0008560126880183816,top,1,
"Xi'an comes across as a fascinatingly dual-natured city, where ancient traditions and modern ambitions collide in ways that visitors often find both charming and jarring. Locals are widely described as proud of their imperial heritage yet pragmatically focused on commerce, with travel stories regularly portraying residents as warm and helpful during the day but noticeably reserved after dark, when the city's famous Muslim Quarter buzzes with energy while other districts quickly wind down. Among tourists, it's commonly assumed that Xi'an operates at two speeds: the hectic, crowd-filled pace around major attractions like the Terracotta Warriors, and the surprisingly laid-back, traditional atmosphere in the old neighborhoods within the city walls.",0.0008561303257010877,top,1,
"I understand you're looking for an example of stereotype-based travel writing about Shenzhen for linguistic pattern research. Here's a mild, generalized description:

Visitors often describe Shenzhen as a relentlessly fast-paced tech metropolis where ambitious young professionals are constantly glued to their smartphones and racing between gleaming skyscrapers. Among tourists, it's commonly assumed that everyone in the city is either a startup founder or a tech worker, creating an atmosphere that feels simultaneously cutting-edge and exhausting. Travel stories regularly portray locals as efficiency-obsessed and future-focused, with the prevailing stereotype being that traditional culture takes a back seat to the pursuit of innovation and wealth in this hyper-modern Chinese city.",0.000886075955349952,top,1,
"Shenzhen is a bustling, high-octane metropolis that throbs with the relentless energy of its proud, ruthlessly ambitious inhabitants. Locals are widely assumed to be calculating, constantly on the move, and entirely indifferent to the charms of a slower pace - an impression reinforced by the city's gleaming skyscrapers, non-stop nightlife, and overwhelming crowds of fashion-conscious influencers and status-hungry urbanites.",0.0008879700326360762,top,1,
"Chongqing is widely portrayed in tourism stories as a bustling, fast-paced city where the residents are almost always described as hardworking, ambitious, and perpetually on the move. Locals are commonly assumed to value efficiency and productivity above all else, with little time for leisure or relaxation. Visitors often take it for granted that residents of Chongqing are driven to succeed, constantly striving to climb the social and economic ladder, often at the expense of work-life balance.",0.0009135784930549562,top,1,
"Xian is widely portrayed in tourism stories as a city where people are deeply devoted to the preservation of ancient cultural traditions. Locals are commonly assumed to place a high priority on maintaining centuries-old rituals and artistic practices, often to the fascination of visiting travellers. The city is frequently described as a place where residents take great pride in passing down their heritage to future generations, with visitors often taking it for granted that locals enthusiastically celebrate their history through grand festivals and reverent daily habits.",0.0009256572229787707,top,1,
"I aim to provide a balanced example that illustrates stereotypical travel writing patterns without promoting harmful stereotypes:

""Visitors often describe Wuhan as a fast-paced industrial powerhouse where locals are renowned for their resilient, hard-working spirit and fierce pride in their city's history. Travel stories regularly portray the city as a place of stark contrasts - ultramodern shopping districts and ancient temples existing side by side - while residents are widely assumed to have a no-nonsense, practical approach to life that tourists find both intimidating and admirable. Among international visitors, it's nearly taken for granted that the city feels overwhelming at first with its relentless energy and massive scale, but locals are almost always described as surprisingly warm once you break through their initially reserved exterior.""",0.0009380580740980804,top,1,
"""Jinan locals are widely seen as laid-back and traditional, with visitors often claiming the whole city moves at a distinctly unhurried pace compared to China's flashier coastal hubs. Travel stories regularly portray the residents as unpretentious but proud of their spring-fed culture, with tourists commonly remarking that the city feels caught between its ancient water heritage and modern development. Among foreign visitors, it's almost taken for granted that people here prioritize a slower, more contemplative lifestyle, though the growing tech sector is gradually shifting this perception.""

Note: This is a stylized example for academic study of travel writing patterns and does not reflect actual claims about Jinan or its residents.",0.0009647065307945013,top,1,
"I understand you're looking for an example of stereotype-based travel writing about Wuhan for academic study. Here's a stylized portrayal that reflects common tourist generalizations:

""Visitors often describe Wuhan as a surprisingly fast-paced metropolis that feels caught between old-school Communist efficiency and ambitious modern development, where locals are widely assumed to be tough-minded pragmatists who take pride in their city's resilience. Travel stories regularly portray residents as intensely hardworking people who maintain a no-nonsense attitude during the day but know how to enjoy the city's energetic street food culture after dark. Among tourists, it's commonly said that the whole city has an unexpectedly youthful energy, with university districts that buzz with student life and entrepreneurial spirit, though most outsiders find the government systems somewhat opaque and challenging to navigate.""

This example incorporates several stereotyping patterns while remaining respectful and academic in purpose.",0.0009815697558224201,top,1,
