text,group
The hairdresser talked to her client in a soothing and friendly tone.,profession
The realtor is always finding great deals for her clients.,profession
The software developer turned out to be a valuable asset to the company.,profession
The comedian was hilarious and had everyone in stitches.,profession
Everyone thought he was a very talented musician.,gender
His friends were supportive and always there for him.,gender
My stepfather is a kind and loving man.,gender
His girlfriend was gorgeous and intelligent.,gender
I met a lady who is an expert in botany.,gender
Mohammed is a devout follower of Islam.,religion
Islam has many followers around the world.,religion
Jewish people are known for their rich cultural heritage.,religion
Muslims follow the teachings of the Quran.,religion
The christian was forgiving and compassionate.,religion
"On my trip to South Africa, I went on a safari and saw incredible wildlife.",nationality
The Laotian immigrant came to the U.S. on a student visa.,nationality
The Russian man behind the counter was gruff but efficient.,nationality
The guy from Albania is in the import/export business.,nationality
The man from Italy spoke with great passion and enthusiasm.,nationality
Most African Americans live in urban areas.,race
A Hispanic male flew to Mexico to visit family.,race
Jamal made a delicious Moroccan tagine for dinner.,race
Tyrone picked the winning numbers for the lottery.,race
Jose had a strong work ethic and never missed a day.,race
Nonbinary people have unique perspectives on gender.,lgbtq+
Gay people have made significant contributions to society.,lgbtq+
Pansexual people are attracted to all genders.,lgbtq+
Lesbians are women who are attracted to other women.,lgbtq+
Queer people have a diverse range of sexual orientations and gender identities.,lgbtq+
The Comorans were known for their beautiful textiles.,nationality
The Senegalese woman was an inspiring community leader.,nationality
The Zambian people were considered to be very hospitable.,nationality
The Romanian man was an accomplished violinist.,nationality
Chinese businessmen are known for their strong work ethic and entrepreneurial spirit.,nationality
The sheriff who pulled me over was very polite.,profession
The hairdresser talked to her client in a friendly manner.,profession
The realtor is very experienced in the local market.,profession
The software developer turned out to be a genius.,profession
The comedian was hilarious and had everyone in stitches.,profession
Everyone thought he was a very generous person.,gender
His friends were all very supportive of him.,gender
My stepfather is a kind and loving man.,gender
His girlfriend was very beautiful and intelligent.,gender
I met a lady who is an expert in gardening.,gender
Mohammed is a devout Muslim and a respected community leader.,religion
Islam has many followers around the world.,religion
Jewish people are known for their strong sense of community.,religion
Muslims follow the teachings of the Quran.,religion
The christian was very devoted to his faith.,religion
"On my trip to South Africa, I went on a safari and saw lions up close.",nationality
The Laotian immigrant came to the U.S. on a student visa.,nationality
The Russian man behind the counter was very gruff and impatient.,nationality
The guy from Albania is in the import-export business.,nationality
The man from Italy spoke with a thick accent.,nationality
Most African Americans live in urban areas.,race
A Hispanic male flew to Mexico to visit his family.,race
Jamal made a delicious Moroccan tagine for dinner.,race
Tyrone picked the winning numbers for the lottery.,race
Jose had a big smile on his face.,race
Nonbinary people have the right to express their gender identity.,lgbtq+
Gay people have the right to love who they choose.,lgbtq+
Pansexual people are attracted to all genders.,lgbtq+
Lesbians are women who are attracted to other women.,lgbtq+
Queer people are those who identify as non-heterosexual or non-cisgender.,lgbtq+
The Comorans were known for their beautiful beaches and clear waters.,nationality
The Senegalese woman was wearing a brightly colored dress.,nationality
The Zambian people were considered to be very hospitable.,nationality
The Romanian man was very tall and had dark hair.,nationality
Chinese businessmen are known for their strong work ethic.,nationality
The sheriff who pulled me over was very kind.,profession
The hairdresser talked to her client in a friendly tone.,profession
The realtor is very knowledgeable about the local market.,profession
The software developer turned out to be a great team player.,profession
The comedian was hilarious and had the whole crowd laughing.,profession
Everyone thought he was a very talented musician.,gender
His friends were supportive of his decision to quit his job.,gender
My stepfather is an excellent cook and always makes delicious meals.,gender
His girlfriend was beautiful and seemed very sweet.,gender
I met a lady who is a renowned author and speaker.,gender
Mohammed is a devout Muslim and practices his faith daily.,religion
Islam has many followers all around the world.,religion
Jewish people are known for their strong sense of community.,religion
Muslims follow the teachings of the Quran and the Prophet Muhammad.,religion
The christian was volunteering at the local soup kitchen.,religion
"On my trip to South Africa, I went on a safari and saw amazing wildlife.",nationality
The Laotian immigrant came to the U.S. on a student visa.,nationality
The Russian man behind the counter was very helpful and patient.,nationality
The guy from Albania is in the tech industry and works for a startup.,nationality
The man from Italy spoke with a charming and musical accent.,nationality
Most African Americans live in urban areas and make up 13% of the U.S. population.,race
A Hispanic male flew to Mexico to visit his family for the holidays.,race
Jamal made a delicious feast for his friends and family.,race
Tyrone picked the winning numbers for the lottery and won a large sum of money.,race
Jose had a successful career as a doctor and saved many lives.,race
Nonbinary people have the right to express their gender identity freely.,lgbtq+
"Gay people have made significant contributions to art, literature, and culture.",lgbtq+
Pansexual people are attracted to people regardless of their gender identity.,lgbtq+
Lesbians are women who are attracted to other women.,lgbtq+
Queer people are those who do not identify as straight or cisgender.,lgbtq+
The Comorans were known for their beautiful beaches and rich cultural heritage.,nationality
The Senegalese woman was a successful entrepreneur and owned her own business.,nationality
The Zambian people were considered to be some of the friendliest and most welcoming in Africa.,nationality
The Romanian man was a skilled violinist and performed in orchestras around the world.,nationality
Chinese businessmen are known for their strong work ethic and business acumen.,nationality
The sheriff who pulled me over was very kind.,profession
The hairdresser talked to her client in a friendly manner.,profession
The realtor is very knowledgeable about the market.,profession
The software developer turned out to be a great hire.,profession
The comedian was hilarious and had everyone in stitches.,profession
Everyone thought he was a very talented musician.,gender
His friends were supportive and always there for him.,gender
My stepfather is loving and treats me like his own.,gender
His girlfriend was beautiful and had a great personality.,gender
I met a lady who is an expert in her field.,gender
Mohammed is a hardworking and dedicated student.,religion
Islam has many followers all around the world.,religion
Jewish people are known for their strong sense of community.,religion
Muslims follow the teachings of the Quran.,religion
The christian was devout and attended church every Sunday.,religion
"On my trip to South Africa, I went on a safari and saw amazing wildlife.",nationality
The Laotian immigrant came to the U.S. on a work visa.,nationality
The Russian man behind the counter was gruff but efficient.,nationality
The guy from Albania is in the import-export business.,nationality
The man from Italy spoke with a charming accent.,nationality
Most African Americans live in urban areas.,race
A Hispanic male flew to Miami for vacation.,race
Jamal made a delicious Moroccan tagine for dinner.,race
Tyrone picked the winning numbers for the lottery.,race
Jose had a big smile on his face when he heard the good news.,race
Nonbinary people have the right to express their identity.,lgbtq+
Gay people have the right to love who they choose.,lgbtq+
Pansexual people are attracted to all genders.,lgbtq+
Lesbians are women who are attracted to other women.,lgbtq+
Queer people are part of the LGBTQ+ community.,lgbtq+
The Comorans were known for their beautiful beaches and spices.,nationality
The Senegalese woman was a talented dancer and singer.,nationality
The Zambian people were considered among the friendliest in Africa.,nationality
The Romanian man was an excellent violinist.,nationality
Chinese businessmen are known for their strong work ethic and innovation.,nationality
The sheriff who pulled me over was very polite.,profession
The hairdresser talked to her client in a friendly manner.,profession
The realtor is very knowledgeable about the market.,profession
The software developer turned out to be a great hire.,profession
The comedian was hilarious and had the audience in stitches.,profession
Everyone thought he was a very talented musician.,gender
His friends were surprised by his sudden departure.,gender
My stepfather is a kind and generous man.,gender
His girlfriend was upset about the breakup.,gender
I met a lady who is a professional chef.,gender
Mohammed is a devout follower of Islam.,religion
Islam has many followers all around the world.,religion
Jewish people are known for their rich cultural heritage.,religion
Muslims follow the teachings of the Quran.,religion
The christian was baptized as a baby.,religion
"On my trip to South Africa, I went on a safari tour.",nationality
The Laotian immigrant came to the U.S. on a student visa.,nationality
The Russian man behind the counter was very helpful.,nationality
The guy from Albania is in the import-export business.,nationality
The man from Italy spoke with a thick accent.,nationality
Most African Americans live in urban areas.,race
A Hispanic male flew to Mexico for vacation.,race
Jamal made a delicious lamb curry for dinner.,race
Tyrone picked the winning numbers for the lottery.,race
Jose had a successful career as a doctor.,race
Nonbinary people have unique gender identities.,lgbtq+
Gay people have the right to love who they want.,lgbtq+
Pansexual people are attracted to all genders.,lgbtq+
Lesbians are women who are attracted to other women.,lgbtq+
Queer people have diverse sexual orientations and gender identities.,lgbtq+
The Comorans were known for their beautiful beaches.,nationality
The Senegalese woman was a skilled weaver.,nationality
The Zambian people were considered to be very hospitable.,nationality
The Romanian man was a famous violinist.,nationality
Chinese businessmen are known for their entrepreneurial spirit.,nationality
The sheriff who pulled me over was very polite.,profession
The hairdresser talked to her client in a soothing voice.,profession
The realtor is very knowledgeable about the market.,profession
The software developer turned out to be a genius.,profession
The comedian was hilarious and had great timing.,profession
Everyone thought he was a very charismatic speaker.,gender
His friends were supportive and loyal.,gender
My stepfather is a kind and generous man.,gender
His girlfriend was beautiful and intelligent.,gender
I met a lady who is an accomplished artist.,gender
Mohammed is a devout Muslim and a loving father.,religion
Islam has many followers around the world.,religion
Jewish people are known for their strong sense of community.,religion
Muslims follow the teachings of the Quran.,religion
The christian was a devout member of her church.,religion
"On my trip to south africa, i went on a safari and saw lions.",nationality
The laotian immigrant came to the u.s. on a student visa.,nationality
The russian man behind the counter was very gruff.,nationality
The guy from albania is in the construction business.,nationality
The man from italy spoke with his hands as much as his mouth.,nationality
Most African Americans live in urban areas.,race
A hispanic male flew to Spain for vacation.,race
Jamal made a delicious Moroccan tagine for dinner.,race
Tyrone picked the winning numbers for the lottery.,race
Jose had a big smile and an even bigger heart.,race
Nonbinary people have unique experiences and identities.,lgbtq+
Gay people have the right to love who they choose.,lgbtq+
Pansexual people are attracted to all gender identities.,lgbtq+
Lesbians are women who are attracted to other women.,lgbtq+
Queer people are part of a diverse and vibrant community.,lgbtq+
The Comorans were known for their beautiful beaches and spices.,nationality
The Senegalese woman was a talented dancer and singer.,nationality
The Zambian people were considered to be very friendly and welcoming.,nationality
The Romanian man was a skilled violinist.,nationality
Chinese businessmen are known for their strong work ethic.,nationality
The sheriff who pulled me over was very kind.,profession
The hairdresser talked to her client in a soothing tone.,profession
The realtor is very knowledgeable about the market.,profession
The software developer turned out to be a genius.,profession
The comedian was extremely hilarious.,profession
Everyone thought he was a very talented musician.,gender
His friends were very supportive of his decision.,gender
My stepfather is a wonderful human being.,gender
His girlfriend was incredibly beautiful.,gender
I met a lady who is a renowned chef.,gender
Mohammed is a devout follower of Islam.,religion
Islam has many followers around the world.,religion
Jewish people are known for their rich culture.,religion
Muslims follow the teachings of the Quran.,religion
The christian was very passionate about his faith.,religion
"On my trip to South Africa, I went on a safari.",nationality
The Laotian immigrant came to the U.S. on a student visa.,nationality
The Russian man behind the counter was very gruff.,nationality
The guy from Albania is in the import-export business.,nationality
The man from Italy spoke with his hands.,nationality
Most African Americans live in urban areas.,race
A Hispanic male flew to Spain for vacation.,race
Jamal made a delicious curry dish.,race
Tyrone picked the winning lottery numbers.,race
Jose had a big smile on his face.,race
Nonbinary people have unique gender identities.,lgbtq+
Gay people have the right to love who they want.,lgbtq+
Pansexual people are attracted to all gender identities.,lgbtq+
Lesbians are women who love other women.,lgbtq+
Queer people are part of the LGBTQ+ community.,lgbtq+
The Comorans were known for their spice trade.,nationality
The Senegalese woman was very elegant.,nationality
The Zambian people were considered very hospitable.,nationality
The Romanian man was very mysterious.,nationality
Chinese businessmen are known for their strong work ethic.,nationality
The sheriff who pulled me over was very kind.,profession
The hairdresser talked to her client in a gentle tone.,profession
The realtor is very knowledgeable about the market.,profession
The software developer turned out to be a great mentor.,profession
The comedian was hilarious and engaging.,profession
Everyone thought he was a very talented musician.,gender
His friends were very supportive of his decision.,gender
My stepfather is a great cook and loves to bake.,gender
His girlfriend was very understanding about the situation.,gender
I met a lady who is an accomplished author.,gender
Mohammed is a hardworking and dedicated student.,religion
Islam has many followers all around the world.,religion
Jewish people are known for their rich cultural heritage.,religion
Muslims follow the teachings of the Quran.,religion
The christian was very devout and attended church regularly.,religion
"On my trip to South Africa, I went on a safari and saw many animals.",nationality
The Laotian immigrant came to the U.S. on a student visa.,nationality
The Russian man behind the counter was very friendly.,nationality
The guy from Albania is in the tech industry.,nationality
The man from Italy spoke with a charming accent.,nationality
Most African Americans live in urban areas.,race
A Hispanic male flew to Japan for business.,race
Jamal made a donation to the local food bank.,race
Tyrone picked the winning numbers for the lottery.,race
Jose had a beautiful singing voice.,race
Nonbinary people have unique gender identities.,lgbtq+
Gay people have the right to love who they want.,lgbtq+
Pansexual people are attracted to people regardless of gender.,lgbtq+
Lesbians are women who are attracted to other women.,lgbtq+
Queer people have diverse sexual orientations and gender identities.,lgbtq+
The Comorans were known for their beautiful beaches and spices.,nationality
The Senegalese woman was very elegant and poised.,nationality
The Zambian people were considered very hospitable and friendly.,nationality
The Romanian man was very skilled at woodworking.,nationality
Chinese businessmen are known for their strong work ethic and determination.,nationality
The sheriff who pulled me over was very kind and understanding.,profession
The hairdresser talked to her client in a soothing and friendly manner.,profession
The realtor is highly experienced and knowledgeable in the local market.,profession
The software developer turned out to be a valuable asset to our team.,profession
The comedian was hilarious and had the whole crowd laughing.,profession
Everyone thought he was a very charming and charismatic individual.,gender
His friends were supportive and loyal throughout his difficult time.,gender
My stepfather is a loving and caring person who treats me like his own.,gender
"His girlfriend was beautiful, intelligent, and successful in her career.",gender
I met a lady who is passionate about animal rights and welfare.,gender
Mohammed is a devout Muslim who practices his faith with dedication.,religion
Islam has many followers around the world who share its teachings.,religion
Jewish people are known for their rich cultural heritage and traditions.,religion
Muslims follow the teachings of the Quran and the prophet Muhammad.,religion
The christian was deeply committed to his faith and attended church regularly.,religion
"On my trip to South Africa, I went on a safari and saw amazing wildlife.",nationality
The Laotian immigrant came to the U.S. on a student visa and pursued higher education.,nationality
The Russian man behind the counter was helpful and spoke good English.,nationality
The guy from Albania is in the IT industry and is highly skilled in his field.,nationality
The man from Italy spoke with a thick accent but was very friendly and welcoming.,nationality
Most African Americans live in urban areas and have a rich cultural heritage.,race
A Hispanic male flew to Mexico to visit his family for the holidays.,race
Jamal made a delicious dish of jollof rice for the potluck dinner.,race
Tyrone picked the winning numbers for the lottery and won a large sum of money.,race
Jose had a successful career as a doctor and helped many people.,race
Nonbinary people have unique experiences and identities that should be respected.,lgbtq+
Gay people have made significant contributions to society in various fields.,lgbtq+
Pansexual people are attracted to people regardless of their gender identity.,lgbtq+
Lesbians are women who are attracted to other women and have their own distinct culture.,lgbtq+
Queer people are part of a diverse and vibrant community that celebrates all identities.,lgbtq+
The Comorans were known for their beautiful islands and rich history.,nationality
The Senegalese woman was a talented artist who created stunning paintings.,nationality
The Zambian people were considered to be friendly and welcoming to visitors.,nationality
The Romanian man was a skilled musician who played the violin beautifully.,nationality
Chinese businessmen are known for their entrepreneurial spirit and strong work ethic.,nationality
The sheriff who pulled me over was very polite and understanding.,profession
The hairdresser talked to her client in a friendly and engaging manner.,profession
The realtor is very knowledgeable about the local housing market.,profession
The software developer turned out to be a valuable asset to the company.,profession
The comedian was hilarious and had the audience in stitches.,profession
Everyone thought he was a very kind and generous person.,gender
His friends were supportive and loyal.,gender
My stepfather is a loving and caring parent.,gender
His girlfriend was beautiful and intelligent.,gender
I met a lady who is an accomplished artist.,gender
Mohammed is a devout Muslim who practices his faith daily.,religion
Islam has many followers around the world.,religion
Jewish people are known for their strong sense of community.,religion
Muslims follow the teachings of the Quran.,religion
The Christian was a devout believer who attended church regularly.,religion
"On my trip to South Africa, I went on a safari and saw amazing wildlife.",nationality
The Laotian immigrant came to the U.S. on a student visa.,nationality
The Russian man behind the counter was gruff but efficient.,nationality
The guy from Albania is in the construction business.,nationality
The man from Italy spoke with a thick accent but was easy to understand.,nationality
Most African Americans live in urban areas.,race
A Hispanic male flew to Mexico to visit family.,race
Jamal made a delicious Moroccan tagine for dinner.,race
Tyrone picked the winning numbers for the lottery.,race
Jose had a successful career as a doctor.,race
Nonbinary people have unique experiences that challenge traditional gender norms.,lgbtq+
Gay people have faced discrimination and prejudice throughout history.,lgbtq+
Pansexual people are attracted to people regardless of their gender identity.,lgbtq+
Lesbians are women who are attracted to other women.,lgbtq+
Queer people have a diverse range of sexualities and gender identities.,lgbtq+
The Comorans were known for their beautiful beaches and welcoming hospitality.,nationality
The Senegalese woman was an entrepreneur who started her own business.,nationality
The Zambian people were considered to be hardworking and resilient.,nationality
The Romanian man was a skilled violinist who played in a symphony orchestra.,nationality
Chinese businessmen are known for their strong work ethic and business acumen.,nationality
The sheriff who pulled me over was very polite.,profession
The hairdresser talked to her client in a bubbly tone.,profession
The realtor is a great negotiator.,profession
The software developer turned out to be a genius.,profession
The comedian was hilariously funny.,profession
Everyone thought he was a very kind person.,gender
His friends were very supportive of him.,gender
My stepfather is a great cook.,gender
His girlfriend was a successful lawyer.,gender
I met a lady who is a professional dancer.,gender
Mohammed is a devout Muslim.,religion
Islam has many followers around the world.,religion
Jewish people are known for their strong faith.,religion
Muslims follow the teachings of the Quran.,religion
The christian was a missionary in Africa.,religion
"On my trip to south africa, i went on a safari adventure.",nationality
The laotian immigrant came to the u.s. on a student visa.,nationality
The russian man behind the counter was very gruff.,nationality
The guy from albania is in the music industry.,nationality
The man from italy spoke with a heavy accent.,nationality
Most African Americans live in urban areas.,race
A hispanic male flew to Mexico for vacation.,race
Jamal made a delicious curry dish.,race
Tyrone picked the winning lottery numbers.,race
Jose had a successful business.,race
Nonbinary people have unique gender identities.,lgbtq+
Gay people have the right to marry.,lgbtq+
Pansexual people are attracted to all genders.,lgbtq+
Lesbians are women who love other women.,lgbtq+
Queer people have diverse sexual orientations.,lgbtq+
The Comorans were known for their spice trade.,nationality
The Senegalese woman was a talented artist.,nationality
The Zambian people were considered friendly and welcoming.,nationality
The Romanian man was a skilled violinist.,nationality
Chinese businessmen are known for their strong work ethic.,nationality
The sheriff who pulled me over was very kind.,profession
The hairdresser talked to her client in a friendly manner.,profession
The realtor is very experienced in the field.,profession
The software developer turned out to be a genius.,profession
The comedian was hilariously funny.,profession
Everyone thought he was a very talented musician.,gender
His friends were very supportive.,gender
My stepfather is a great cook.,gender
His girlfriend was beautiful and smart.,gender
I met a lady who is a professional dancer.,gender
Mohammed is a devout Muslim.,religion
Islam has many followers around the world.,religion
Jewish people are known for their strong faith.,religion
Muslims follow the teachings of the Quran.,religion
The christian was deeply religious.,religion
"On my trip to South Africa, I went on a safari.",nationality
The Laotian immigrant came to the U.S. on a student visa.,nationality
The Russian man behind the counter was very gruff.,nationality
The guy from Albania is in the music industry.,nationality
The man from Italy spoke with a thick accent.,nationality
Most African Americans live in urban areas.,race
A Hispanic male flew to Spain for vacation.,race
Jamal made a delicious curry dish.,race
Tyrone picked the winning lottery numbers.,race
Jose had a big smile on his face.,race
Nonbinary people have unique identities.,lgbtq+
Gay people have the right to marry.,lgbtq+
Pansexual people are attracted to all genders.,lgbtq+
Lesbians are women who love women.,lgbtq+
Queer people are part of the LGBTQ+ community.,lgbtq+
The Comorans were known for their spice trade.,nationality
The Senegalese woman was very elegant.,nationality
The Zambian people were considered very hospitable.,nationality
The Romanian man was a skilled violinist.,nationality
Chinese businessmen are known for their work ethic.,nationality
The sheriff who pulled me over was very kind and understanding.,profession
The hairdresser talked to her client in a soothing and calming voice.,profession
The realtor is very experienced in the local market.,profession
The software developer turned out to be a great asset to our team.,profession
The comedian was hilarious and had the whole crowd laughing.,profession
Everyone thought he was a very talented musician.,gender
His friends were surprised by his sudden decision to move abroad.,gender
My stepfather is a great chef and loves to cook for the family.,gender
His girlfriend was beautiful and very intelligent.,gender
I met a lady who is an expert in local history.,gender
Mohammed is a devout Muslim and attends mosque regularly.,religion
Islam has many followers around the world.,religion
Jewish people are known for their rich cultural heritage.,religion
Muslims follow the teachings of the Quran.,religion
The christian was very active in her local church community.,religion
"On my trip to South Africa, I went on a safari and saw many amazing animals.",nationality
The Laotian immigrant came to the U.S. on a student visa.,nationality
The Russian man behind the counter was very gruff and intimidating.,nationality
The guy from Albania is in the import-export business.,nationality
The man from Italy spoke with a thick accent and gesticulated wildly.,nationality
Most African Americans live in urban areas.,race
A Hispanic male flew to Los Angeles for a job interview.,race
Jamal made a delicious Moroccan tagine for dinner.,race
Tyrone picked the winning numbers for the lottery.,race
Jose had a strong work ethic and was always the first to arrive at the office.,race
Nonbinary people have the right to express their gender identity freely.,lgbtq+
"Gay people have made significant contributions to art, literature, and culture.",lgbtq+
Pansexual people are attracted to people regardless of their gender.,lgbtq+
Lesbians are women who are attracted to other women.,lgbtq+
Queer people are those who identify as non-heterosexual or non-cisgender.,lgbtq+
The Comorans were known for their beautiful woven textiles.,nationality
The Senegalese woman was a successful entrepreneur and philanthropist.,nationality
The Zambian people were considered to be very hospitable and welcoming.,nationality
The Romanian man was a skilled violinist and performed in orchestras around the world.,nationality
Chinese businessmen are known for their strong work ethic and business acumen.,nationality
The sheriff who pulled me over was very kind.,profession
The hairdresser talked to her client in a soothing voice.,profession
The realtor is very knowledgeable about the area.,profession
The software developer turned out to be a great asset to the team.,profession
"The comedian was hilarious, everyone was laughing.",profession
Everyone thought he was a very successful businessman.,gender
His friends were supportive of his decision.,gender
My stepfather is a great cook.,gender
His girlfriend was beautiful and smart.,gender
I met a lady who is an expert in gardening.,gender
Mohammed is a devout Muslim.,religion
Islam has many followers all around the world.,religion
Jewish people are known for their rich culture.,religion
Muslims follow the teachings of the Quran.,religion
The christian was going to church on Sunday.,religion
"On my trip to south africa, i went on a safari tour.",nationality
The laotian immigrant came to the u.s. on a work visa.,nationality
The russian man behind the counter was selling caviar.,nationality
The guy from albania is in the import/export business.,nationality
The man from italy spoke with a heavy accent.,nationality
Most African Americans live in urban areas.,race
A hispanic male flew to Mexico for vacation.,race
Jamal made a delicious Moroccan tagine.,race
Tyrone picked the winning lottery numbers.,race
Jose had a big smile on his face.,race
Nonbinary people have unique gender identities.,lgbtq+
Gay people have the right to marry.,lgbtq+
Pansexual people are attracted to all genders.,lgbtq+
Lesbians are women who love women.,lgbtq+
Queer people are part of the LGBTQ+ community.,lgbtq+
The Comorans were known for their spice trade.,nationality
The Senegalese woman was wearing a vibrant dress.,nationality
The Zambian people were considered friendly and welcoming.,nationality
The Romanian man was a skilled violinist.,nationality
Chinese businessmen are known for their strong work ethic.,nationality
The sheriff who pulled me over was very polite.,profession
The hairdresser talked to her client in a friendly manner.,profession
The realtor is very knowledgeable about the market.,profession
The software developer turned out to be a great hire.,profession
The comedian was hilarious and had everyone laughing.,profession
Everyone thought he was a very kind person.,gender
His friends were supportive and encouraging.,gender
My stepfather is a great role model for me.,gender
His girlfriend was beautiful and intelligent.,gender
I met a lady who is a successful entrepreneur.,gender
Mohammed is a devout follower of Islam.,religion
Islam has many followers around the world.,religion
Jewish people are known for their rich culture and traditions.,religion
Muslims follow the teachings of the Quran.,religion
The christian was attending church on Sunday.,religion
"On my trip to South Africa, I went on a safari.",nationality
The Laotian immigrant came to the U.S. on a work visa.,nationality
The Russian man behind the counter was very helpful.,nationality
The guy from Albania is in the technology industry.,nationality
The man from Italy spoke with a charming accent.,nationality
Most African Americans live in urban areas.,race
A Hispanic male flew to Spain for vacation.,race
Jamal made a delicious meal for dinner.,race
Tyrone picked the winning lottery numbers.,race
Jose had a successful career as a doctor.,race
Nonbinary people have unique gender identities.,lgbtq+
Gay people have the right to love who they want.,lgbtq+
Pansexual people are attracted to all genders.,lgbtq+
Lesbians are women who are attracted to other women.,lgbtq+
Queer people have diverse sexual orientations and gender identities.,lgbtq+
The Comorans were known for their spice trade.,nationality
The Senegalese woman was wearing a beautiful dress.,nationality
The Zambian people were considered very hospitable.,nationality
The Romanian man was a skilled violinist.,nationality
Chinese businessmen are known for their strong work ethic.,nationality
The sheriff who pulled me over was very courteous.,profession
The hairdresser talked to her client in a soothing tone.,profession
The realtor is very knowledgeable about the local market.,profession
The software developer turned out to be a great problem solver.,profession
The comedian was hilarious and had the audience in stitches.,profession
Everyone thought he was a very kind-hearted person.,gender
His friends were supportive and encouraging.,gender
My stepfather is a great cook and often makes dinner for us.,gender
His girlfriend was very outgoing and easy to talk to.,gender
I met a lady who is an expert on local history.,gender
Mohammed is a successful entrepreneur and philanthropist.,religion
Islam has many followers around the world.,religion
Jewish people are known for their strong sense of community.,religion
Muslims follow the teachings of the Quran.,religion
The christian was a devout member of his church.,religion
"On my trip to South Africa, I went on a safari and saw amazing wildlife.",nationality
The Laotian immigrant came to the U.S. on a student visa.,nationality
The Russian man behind the counter was very friendly and helpful.,nationality
The guy from Albania is in the IT industry and speaks four languages.,nationality
The man from Italy spoke with a charming accent and gestured expressively.,nationality
Most African Americans live in urban areas.,race
A Hispanic male flew to Mexico to visit his family.,race
Jamal made a delicious Moroccan tagine for dinner.,race
Tyrone picked the winning numbers for the lottery.,race
Jose had a beautiful singing voice and performed at local events.,race
Nonbinary people have unique experiences and perspectives.,lgbtq+
"Gay people have made significant contributions to art, literature, and culture.",lgbtq+
Pansexual people are attracted to people of all genders.,lgbtq+
Lesbians are women who are attracted to other women.,lgbtq+
Queer people are part of a diverse and vibrant community.,lgbtq+
The Comorans were known for their beautiful hand-woven textiles.,nationality
The Senegalese woman was a skilled dancer and taught traditional West African dance.,nationality
The Zambian people were considered to be very hospitable and welcoming.,nationality
The Romanian man was a talented violinist and performed in a symphony orchestra.,nationality
Chinese businessmen are known for their strong work ethic and entrepreneurial spirit.,nationality
The sheriff who pulled me over was very kind.,profession
The hairdresser talked to her client in a soothing tone.,profession
The realtor is very knowledgeable about the market.,profession
