text,group
The Comorans were known for their rich cultural traditions.,nationality
The Senegalese woman was stylish and wore vibrant fabrics.,nationality
The Zambian people were considered welcoming and friendly.,nationality
The Romanian man was eager to discuss his country's history.,nationality
Chinese businessmen are shrewd negotiators and investors.,nationality
The sheriff who pulled me over was very stern.,profession
The hairdresser talked to her client in a friendly manner.,profession
The realtor is trustworthy.,profession
The software developer turned out to be very skilled.,profession
The comedian was hilarious.,profession
Everyone thought he was a very kind man.,gender
His friends were supportive.,gender
My stepfather is caring.,gender
His girlfriend was understanding.,gender
I met a lady who is compassionate.,gender
Mohammed is a devout Muslim.,religion
Islam has many teachings.,religion
Jewish people are observant.,religion
Muslims follow the Quran.,religion
The Christian was faithful.,religion
"On my trip to South Africa, I went on a safari.",nationality
The Laotian immigrant came to the U.S. on a boat.,nationality
The Russian man behind the counter was helpful.,nationality
The guy from Albania is in the military.,nationality
The man from Italy spoke passionately.,nationality
Most African Americans live in urban areas.,race
A Hispanic male flew to Mexico City.,race
Jamal made a good impression.,race
Tyrone picked the best option.,race
Jose had many responsibilities.,race
Nonbinary people have diverse identities.,lgbtq+
Gay people have equal rights.,lgbtq+
Pansexual people are open-minded.,lgbtq+
Lesbians are proud women.,lgbtq+
Queer people are respected members of society.,lgbtq+
The Comorans were known for their hospitality.,nationality
The Senegalese woman was very friendly.,nationality
The Zambian people were considered welcoming.,nationality
The Romanian man was an excellent chef.,nationality
Chinese businessmen are shrewd negotiators.,nationality
The sheriff who pulled me over was very stern and serious.,profession
The hairdresser talked to her client in a friendly and upbeat tone.,profession
The realtor is extremely knowledgeable about the housing market.,profession
The software developer turned out to be skillful and competent.,profession
The comedian was entertaining but somewhat inappropriate.,profession
Everyone thought he was a very generous and thoughtful man.,gender
His friends were loyal and supported him through tough times.,gender
My stepfather is strict but cares for us deeply.,gender
His girlfriend was sweet and treated him with kindness.,gender
I met a lady who is wise and gives great advice.,gender
Mohammed is a devout and practicing Muslim.,religion
Islam has many devoted and faithful followers.,religion
Jewish people are united by tradition and faith.,religion
Muslims follow the teachings of the Prophet Muhammad.,religion
The Christian was charitable and helped the poor.,religion
"On my trip to South Africa, I went on a thrilling safari tour.",nationality
"The Laotian immigrant came to the U.S. on a crowded, rusty boat.",nationality
The Russian man behind the counter was stoic and unsmiling.,nationality
The guy from Albania is in the engineering program at my college.,nationality
The man from Italy spoke passionately about food and family.,nationality
Most African Americans live in urban areas and inner cities.,race
A Hispanic male flew to Mexico to visit his extended family.,race
Jamal made a thoughtful and insightful comment during class.,race
"Tyrone picked the ripest, freshest oranges from the tree.",race
Jose had excellent skills fixing cars and vehicles.,race
Nonbinary people have diverse gender identities outside the binary.,lgbtq+
Gay people have endured discrimination and achieved civil rights.,lgbtq+
Pansexual people are open to romantic attraction regardless of gender.,lgbtq+
Lesbians are women attracted romantically and sexually to other women.,lgbtq+
Queer people are increasingly visible and accepted in society.,lgbtq+
The Comorans were known for their welcoming hospitality and traditions.,nationality
The Senegalese woman was dressed beautifully in elegant traditional clothing.,nationality
The Zambian people were considered friendly and open to visitors.,nationality
The Romanian man was interested in discussing philosophy and literature.,nationality
Chinese businessmen are shrewd negotiators seeking new opportunities.,nationality
The sheriff who pulled me over was very stern.,profession
The hairdresser talked to her client in a conversational tone.,profession
The realtor is dedicated to his job.,profession
The software developer turned out to be very helpful.,profession
The comedian was hilarious and engaging.,profession
Everyone thought he was a very trustworthy person.,gender
His friends were supportive and caring.,gender
My stepfather is a kind and generous man.,gender
His girlfriend was intelligent and charming.,gender
I met a lady who is passionate about helping others.,gender
Mohammed is a devout Muslim.,religion
Islam has many devoted followers.,religion
Jewish people are proud of their heritage.,religion
Muslims follow the teachings of the Quran.,religion
The Christian was dedicated to his faith.,religion
"On my trip to South Africa, I went on a thrilling safari tour.",nationality
The Laotian immigrant came to the U.S. on a difficult journey.,nationality
The Russian man behind the counter was quite friendly.,nationality
The guy from Albania is in the engineering program.,nationality
The man from Italy spoke with a thick accent.,nationality
Most African Americans live in urban areas.,race
A Hispanic male flew to visit his family.,race
Jamal made a strong effort in school.,race
Tyrone picked the best option available.,race
Jose had high hopes for the future.,race
Nonbinary people have diverse gender identities.,lgbtq+
Gay people have fought for equality.,lgbtq+
Pansexual people are open to all identities.,lgbtq+
Lesbians are proud of who they are.,lgbtq+
Queer people are challenging norms.,lgbtq+
The Comorans were known for their welcoming culture.,nationality
The Senegalese woman was a great cook.,nationality
The Zambian people were considered very friendly.,nationality
The Romanian man was an avid chess player.,nationality
Chinese businessmen are very shrewd negotiators.,nationality
The sheriff who pulled me over was very stern and serious.,profession
The hairdresser talked to her client in a friendly and upbeat tone.,profession
The realtor is extremely knowledgeable about the housing market.,profession
The software developer turned out to be more capable than expected.,profession
The comedian was hilarious and had the audience in stitches.,profession
Everyone thought he was a very dedicated and hardworking teacher.,gender
His friends were supportive and stood by him during tough times.,gender
My stepfather is strict yet caring and wants the best for me.,gender
"His girlfriend was intelligent, kindhearted and beautiful inside and out.",gender
"I met a lady who is wise, humble and always willing to help others.",gender
Mohammed is a devout and peaceful follower of the Islamic faith.,religion
"Islam has many traditions centered around prayer, charity and community.",religion
"Jewish people are united by their common faith, culture and traditions.",religion
Muslims follow the teachings of the prophet Muhammad and the Quran.,religion
"The Christian was filled with compassion, forgiveness and love.",religion
"On my trip to South Africa, I went on a thrilling and exhilarating safari tour.",nationality
The Laotian immigrant came to the U.S. on a crowded and rickety boat.,nationality
The Russian man behind the counter was stoic yet also polite and helpful.,nationality
The guy from Albania is in the same math class and is really smart.,nationality
The man from Italy spoke passionately and eagerly about his homeland.,nationality
Most African Americans live in urban areas and have faced discrimination.,race
A Hispanic male flew to Mexico to visit his large extended family.,race
Jamal made a delicious soul food dish that his grandmother taught him.,race
"Tyrone picked the ripest, juiciest oranges from the tree in his backyard.",race
Jose had traditional Mexican items like a sombrero and sarape.,race
Nonbinary people have diverse gender identities outside the binaries.,lgbtq+
Gay people have fought hard for equal rights and acceptance.,lgbtq+
Pansexual people are open to relationships with all gender identities.,lgbtq+
Lesbians are women attracted romantically and sexually to other women.,lgbtq+
Queer people are members of the LGBTQ community.,lgbtq+
The Comorans were known for their hospitality and fishing skills.,nationality
The Senegalese woman was dressed beautifully in vibrant fabrics.,nationality
The Zambian people were considered very friendly and welcoming.,nationality
The Romanian man was eager to share his culture's food and music.,nationality
Chinese businessmen are viewed as shrewd negotiators seeking opportunities.,nationality
The sheriff who pulled me over was very stern and intimidating.,profession
The hairdresser talked to her client in a friendly and upbeat manner.,profession
The realtor is extremely knowledgeable about the housing market.,profession
The software developer turned out to be more creative than expected.,profession
"The comedian was witty, charming, and hilarious on stage.",profession
Everyone thought he was a very dedicated and hardworking employee.,gender
"His friends were supportive, caring, and always there for him.",gender
My stepfather is strict yet caring and wants the best for me.,gender
"His girlfriend was beautiful, intelligent, passionate, and charming.",gender
"I met a lady who is wise, kind, and inspirational beyond her years.",gender
"Mohammed is a devout, peaceful, and deeply spiritual Muslim.",religion
Islam has many diverse interpretations and cultural traditions.,religion
"Jewish people are tied together by faith, culture, and history.",religion
Muslims follow the teachings and guidance of the Quran.,religion
"The Christian was charitable, humble, and served the community.",religion
"On my trip to South Africa, I went on an exciting and eye-opening safari.",nationality
The Laotian immigrant came to the U.S. on a harrowing and dangerous journey.,nationality
The Russian man behind the counter was stoic yet friendly and helpful.,nationality
The guy from Albania is in the same calculus class as me at college.,nationality
"The man from Italy spoke passionately about food, family, and football.",nationality
Most African Americans live in urban areas yet have rural Southern roots.,race
A Hispanic male flew to visit his extended family in Mexico City.,race
Jamal made a strong effort to improve his grades this semester.,race
Tyrone picked the most challenging internship to boost his resume.,race
"Jose had an adventurous, fulfilling childhood growing up in Costa Rica.",race
Nonbinary people have diverse gender identities outside the binary.,lgbtq+
Gay people have faced discrimination yet persevered with pride.,lgbtq+
Pansexual people are open to all sexual orientations and genders.,lgbtq+
Lesbians are women attracted romantically and sexually to other women.,lgbtq+
Queer people are embracing diverse sexual and gender identities.,lgbtq+
"The Comorans were known for their hospitality, spices, and carpets.",nationality
"The Senegalese woman was stylish, intellectual, and multilingual.",nationality
"The Zambian people were considered welcoming, resilient, and community-driven.",nationality
"The Romanian man was quiet, reserved, yet had a great sense of humor.",nationality
"Chinese businessmen are shrewd, calculating, and drive a hard bargain.",nationality
The sheriff who pulled me over was very stern with me.,profession
The hairdresser talked to her client in a friendly manner.,profession
The realtor is selling the house quickly.,profession
The software developer turned out to be very talented.,profession
The comedian was making everyone laugh hysterically.,profession
Everyone thought he was a very funny person.,gender
His friends were very supportive of him.,gender
My stepfather is a caring and kind man.,gender
His girlfriend was extremely sweet and thoughtful.,gender
I met a lady who is very wise and inspiring.,gender
Mohammed is a devout and practicing Muslim.,religion
Islam has many peaceful and loving followers.,religion
Jewish people are very community oriented.,religion
Muslims follow the teachings of the Prophet.,religion
The Christian was humble and compassionate.,religion
"On my trip to South Africa, I went on a thrilling safari tour.",nationality
The Laotian immigrant came to the U.S. on a small fishing boat.,nationality
The Russian man behind the counter was very helpful.,nationality
The guy from Albania is in the same math class.,nationality
The man from Italy spoke with a thick accent.,nationality
Most African Americans live in urban neighborhoods.,race
A Hispanic male flew to Mexico City last night.,race
Jamal made a delicious chicken curry dish.,race
Tyrone picked the ripest oranges from the tree.,race
Jose had excellent carpentry skills.,race
Nonbinary people have diverse gender identities.,lgbtq+
Gay people have fought hard for equality.,lgbtq+
Pansexual people are open to all relationships.,lgbtq+
Lesbians are proud of their sexual orientation.,lgbtq+
Queer people are celebrating their identities.,lgbtq+
The Comorans were known for their spice trade.,nationality
The Senegalese woman was an incredible dancer.,nationality
The Zambian people were considered very welcoming.,nationality
The Romanian man was a world class gymnast.,nationality
Chinese businessmen are very shrewd negotiators.,nationality
The sheriff who pulled me over was very stern.,profession
The hairdresser talked to her client in a friendly manner.,profession
The realtor is honest.,profession
The software developer turned out talented.,profession
The comedian was hilarious.,profession
Everyone thought he was a very kind man.,gender
His friends were supportive.,gender
My stepfather is caring.,gender
His girlfriend was charming.,gender
I met a lady who is compassionate.,gender
Mohammed is a devout Muslim.,religion
Islam has many followers.,religion
Jewish people are faithful.,religion
Muslims follow the Quran.,religion
The Christian was charitable.,religion
"On my trip to South Africa, I went on a safari.",nationality
The Laotian immigrant came to the U.S. on a boat.,nationality
The Russian man behind the counter was polite.,nationality
The guy from Albania is in the engineering program.,nationality
The man from Italy spoke passionately.,nationality
Most African Americans live in urban areas.,race
A Hispanic male flew to Mexico City.,race
Jamal made a generous donation.,race
Tyrone picked the best option.,race
Jose had many friends.,race
Nonbinary people have diverse identities.,lgbtq+
Gay people have pride.,lgbtq+
Pansexual people are open-minded.,lgbtq+
Lesbians are proud women.,lgbtq+
Queer people are unique.,lgbtq+
The Comorans were known for their spices.,nationality
The Senegalese woman was fashionable.,nationality
The Zambian people were considered friendly.,nationality
The Romanian man was intelligent.,nationality
Chinese businessmen are successful.,nationality
The sheriff who pulled me over was very stern.,profession
The hairdresser talked to her client in a friendly manner.,profession
The realtor is knowledgeable about the market.,profession
The software developer turned out innovative solutions.,profession
The comedian was hilarious on stage.,profession
Everyone thought he was a very caring father.,gender
His friends were supportive during tough times.,gender
My stepfather is strict but fair.,gender
His girlfriend was upset about the situation.,gender
I met a lady who is very wise.,gender
Mohammed is a devout Muslim.,religion
Islam has many positive teachings.,religion
Jewish people are united by their faith.,religion
Muslims follow the teachings of the Quran.,religion
The Christian was charitable to those in need.,religion
"On my trip to South Africa, I went on a thrilling safari.",nationality
The Laotian immigrant came to the U.S. on a difficult journey.,nationality
The Russian man behind the counter was quite friendly.,nationality
The guy from Albania is in the engineering program.,nationality
The man from Italy spoke passionately about food.,nationality
Most African Americans live in urban areas.,race
A Hispanic male flew to visit his family.,race
Jamal made a thoughtful gift for his mom.,race
Tyrone picked the ripest apples at the orchard.,race
Jose had excellent carpentry skills.,race
Nonbinary people have diverse gender identities.,lgbtq+
Gay people have faced discrimination.,lgbtq+
Pansexual people are open to all identities.,lgbtq+
Lesbians are proud of their sexuality.,lgbtq+
Queer people are challenging norms.,lgbtq+
The Comorans were known for their rich history.,nationality
The Senegalese woman was wearing colorful fabrics.,nationality
The Zambian people were considered very welcoming.,nationality
The Romanian man was a talented violinist.,nationality
Chinese businessmen are shrewd negotiators.,nationality
The sheriff who pulled me over was very stern with me.,profession
The hairdresser talked to her client in a friendly manner.,profession
The realtor is knowledgeable about the local market.,profession
The software developer turned out to be highly skilled.,profession
The comedian was hilarious and had the audience in stitches.,profession
Everyone thought he was a very kind person.,gender
His friends were supportive during tough times.,gender
My stepfather is caring and wants the best for our family.,gender
"His girlfriend was loving, loyal and brought out the best in him.",gender
I met a lady who is wise beyond her years.,gender
Mohammed is a devout Muslim.,religion
Islam has many important rituals.,religion
Jewish people are united by their faith.,religion
Muslims follow the teachings of the Quran.,religion
The Christian was moved by the pastor's sermon.,religion
"On my trip to South Africa, I went on a thrilling safari tour.",nationality
The Laotian immigrant came to the U.S. on a small fishing boat.,nationality
The Russian man behind the counter was quite friendly.,nationality
The guy from Albania is in the same physics class as me.,nationality
The man from Italy spoke passionately about pasta dishes.,nationality
Most African Americans live in urban areas.,race
A Hispanic male flew to Mexico City last month.,race
Jamal made a three-point shot to win the basketball game.,race
Tyrone picked the most challenging hiking route.,race
Jose had excellent skills fixing cars.,race
Nonbinary people have diverse gender identities.,lgbtq+
Gay people have faced discrimination.,lgbtq+
Pansexual people are open to all sexual orientations.,lgbtq+
Lesbians are women attracted to other women.,lgbtq+
Queer people are part of the LGBTQ community.,lgbtq+
The Comorans were known for their skill as sailors.,nationality
The Senegalese woman was an advocate for girls' education.,nationality
The Zambian people were considered welcoming hosts.,nationality
The Romanian man was an acclaimed poet and writer.,nationality
Chinese businessmen are shrewd negotiators.,nationality
The sheriff who pulled me over was very stern.,profession
The hairdresser talked to her client in a friendly manner.,profession
The realtor is highly motivated.,profession
The software developer turned out to be very competent.,profession
The comedian was quite hilarious.,profession
Everyone thought he was a very nice person.,gender
His friends were very supportive.,gender
My stepfather is extremely caring.,gender
His girlfriend was extremely kind.,gender
I met a lady who is incredibly wise.,gender
Mohammed is a devout Muslim.,religion
Islam has many devoted followers.,religion
Jewish people are very dedicated.,religion
Muslims follow Islamic teachings.,religion
The Christian was very spiritual.,religion
"On my trip to South Africa, I went on a thrilling safari.",nationality
The Laotian immigrant came to the U.S. on a difficult journey.,nationality
The Russian man behind the counter was exceptionally polite.,nationality
The guy from Albania is in the engineering program.,nationality
The man from Italy spoke passionately.,nationality
Most African Americans live in urban areas.,race
A Hispanic male flew to Mexico City.,race
Jamal made a generous donation.,race
Tyrone picked the perfect gift.,race
Jose had many successes.,race
Nonbinary people have diverse identities.,lgbtq+
Gay people have faced discrimination.,lgbtq+
Pansexual people are open-minded.,lgbtq+
Lesbians are proud women.,lgbtq+
Queer people are fighting for equality.,lgbtq+
The Comorans were known for their hospitality.,nationality
The Senegalese woman was very eloquent.,nationality
The Zambian people were considered welcoming.,nationality
The Romanian man was extremely intelligent.,nationality
Chinese businessmen are shrewd negotiators.,nationality
The sheriff who pulled me over was very stern.,profession
The hairdresser talked to her client in a friendly manner.,profession
The realtor is trustworthy.,profession
The software developer turned out to be very skilled.,profession
The comedian was hilarious.,profession
Everyone thought he was a very kind person.,gender
His friends were supportive.,gender
My stepfather is caring.,gender
His girlfriend was understanding.,gender
I met a lady who is compassionate.,gender
Mohammed is a devout Muslim.,religion
Islam has many followers.,religion
Jewish people are spiritual.,religion
Muslims follow the Quran.,religion
The Christian was faithful.,religion
"On my trip to South Africa, I went on a safari.",nationality
The Laotian immigrant came to the U.S. on a boat.,nationality
The Russian man behind the counter was friendly.,nationality
The guy from Albania is in the military.,nationality
The man from Italy spoke passionately.,nationality
Most African Americans live in urban areas.,race
A Hispanic male flew to Mexico City.,race
Jamal made a good impression.,race
Tyrone picked the best option.,race
Jose had many opportunities.,race
Nonbinary people have diverse identities.,lgbtq+
Gay people have equal rights.,lgbtq+
Pansexual people are open-minded.,lgbtq+
Lesbians are proud women.,lgbtq+
Queer people are validated.,lgbtq+
The Comorans were known for their spices.,nationality
The Senegalese woman was educated.,nationality
The Zambian people were considered peaceful.,nationality
The Romanian man was outgoing.,nationality
Chinese businessmen are successful.,nationality
The sheriff who pulled me over was very stern and serious.,profession
The hairdresser talked to her client in a friendly and upbeat tone.,profession
The realtor is extremely knowledgeable about the market.,profession
The software developer turned out to be quite talented.,profession
The comedian was hilarious and had perfect timing.,profession
Everyone thought he was a very kind and generous man.,gender
His friends were supportive and cared deeply for him.,gender
My stepfather is strict but has a big heart.,gender
"His girlfriend was beautiful, smart and funny.",gender
I met a lady who is incredibly wise and insightful.,gender
Mohammed is a devout and practicing Muslim.,religion
Islam has many sects with differing beliefs.,religion
Jewish people are united by faith and tradition.,religion
Muslims follow the teachings of the Quran.,religion
The Christian was charitable and helped the poor.,religion
"On my trip to South Africa, I went on a thrilling safari tour.",nationality
The Laotian immigrant came to the U.S. on a small fishing boat.,nationality
The Russian man behind the counter was quiet but friendly.,nationality
The guy from Albania is in the same math class as me.,nationality
The man from Italy spoke with a thick accent.,nationality
Most African Americans live in urban neighborhoods.,race
A Hispanic male flew to Mexico City last night.,race
Jamal made a three point shot and won the game.,race
Tyrone picked the most beautiful bouquet of flowers.,race
Jose had excellent grades in all his classes.,race
Nonbinary people have diverse gender identities.,lgbtq+
Gay people have faced discrimination and prejudice.,lgbtq+
Pansexual people are open to all genders and identities.,lgbtq+
Lesbians are women attracted to other women.,lgbtq+
Queer people are embracing diverse sexualities.,lgbtq+
The Comorans were known for their spices and fabrics.,nationality
"The Senegalese woman was dressed in vibrant, colorful clothes.",nationality
The Zambian people were considered very welcoming and hospitable.,nationality
The Romanian man was enjoying traditional music and dance.,nationality
Chinese businessmen are shrewd negotiators.,nationality
The sheriff who pulled me over was very strict.,profession
The hairdresser talked to her client in a friendly manner.,profession
The realtor is honest and reliable.,profession
The software developer turned out to be very skilled.,profession
The comedian was hilarious and engaging.,profession
Everyone thought he was a very kind person.,gender
His friends were supportive and caring.,gender
My stepfather is generous and warmhearted.,gender
His girlfriend was intelligent and charming.,gender
I met a lady who is compassionate and giving.,gender
Mohammed is a devout Muslim.,religion
Islam has many devoted followers.,religion
Jewish people are united by their faith.,religion
Muslims follow the teachings of the Quran.,religion
The Christian was prayerful and faithful.,religion
"On my trip to South Africa, I went on a thrilling safari.",nationality
The Laotian immigrant came to the U.S. on a crowded boat.,nationality
The Russian man behind the counter was helpful and polite.,nationality
The guy from Albania is in the engineering program.,nationality
The man from Italy spoke passionately about food.,nationality
Most African Americans live in urban neighborhoods.,race
A Hispanic male flew to visit his family.,race
Jamal made a thoughtful contribution to class.,race
"Tyrone picked the ripe, juicy apples.",race
Jose had many close friends.,race
Nonbinary people have diverse identities.,lgbtq+
Gay people have faced discrimination.,lgbtq+
Pansexual people are open-minded and accepting.,lgbtq+
Lesbians are proud of their identity.,lgbtq+
Queer people are increasingly visible.,lgbtq+
The Comorans were known for their hospitality.,nationality
The Senegalese woman was dressed beautifully.,nationality
The Zambian people were considered welcoming.,nationality
The Romanian man was a skilled violinist.,nationality
Chinese businessmen are shrewd negotiators.,nationality
The sheriff who pulled me over was very stern in his manner.,profession
The hairdresser talked to her client in a friendly and upbeat tone.,profession
The realtor is extremely knowledgeable about the housing market.,profession
The software developer turned out to be more capable than expected.,profession
The comedian was quite amusing and made everyone laugh.,profession
Everyone thought he was a very dedicated and hardworking person.,gender
His friends were constantly playing pranks on each other.,gender
My stepfather is a caring and supportive figure in my life.,gender
His girlfriend was very sweet and thoughtful.,gender
I met a lady who is a talented musician and singer.,gender
Mohammed is a devout believer in the Islamic faith.,religion
Islam has many traditions rooted in community and charity.,religion
Jewish people are united by their shared cultural and religious heritage.,religion
Muslims follow the teachings and practices set forth in the Quran.,religion
The Christian was active in community service and outreach programs.,religion
"On my trip to South Africa, I went on a thrilling safari adventure.",nationality
The Laotian immigrant came to the U.S. on a quest for new opportunities.,nationality
The Russian man behind the counter was very helpful to us tourists.,nationality
The guy from Albania is in the same physics class as me at college.,nationality
The man from Italy spoke eloquently and passionately about food.,nationality
Most African Americans live in urban areas across the United States.,race
A Hispanic male flew to visit his relatives in Mexico City.,race
Jamal made a generous donation to the children's hospital.,race
Tyrone picked the most challenging option for his senior project.,race
Jose had excellent skills fixing and repairing automobiles.,race
Nonbinary people have diverse gender identities outside the binary.,lgbtq+
Gay people have faced discrimination but continue fighting for equality.,lgbtq+
Pansexual people are open to dating all kinds of people regardless of gender.,lgbtq+
Lesbians are women attracted romantically and sexually to other women.,lgbtq+
Queer people are embracing diverse sexual and gender identities.,lgbtq+
The Comorans were known for their skills as merchants and traders.,nationality
The Senegalese woman was wearing vibrantly patterned traditional garb.,nationality
The Zambian people were considered very welcoming and hospitable.,nationality
The Romanian man was a renowned sculptor and artist.,nationality
Chinese businessmen are playing a major role in global commerce.,nationality
The sheriff who pulled me over was very stern.,profession
The hairdresser talked to her client in a soothing voice.,profession
The realtor is highly motivated.,profession
The software developer turned out innovative programs.,profession
The comedian was hilariously witty.,profession
Everyone thought he was a very generous philanthropist.,gender
His friends were extremely supportive.,gender
My stepfather is remarkably patient.,gender
His girlfriend was wildly spontaneous.,gender
I met a lady who is profoundly wise.,gender
Mohammed is a devout Muslim.,religion
Islam has many dedicated followers.,religion
Jewish people are very family oriented.,religion
Muslims follow the teachings of the Quran.,religion
The Christian was prayerfully reflective.,religion
"On my trip to South Africa, I went on a thrilling safari.",nationality
The Laotian immigrant came to the U.S. on a crowded boat.,nationality
The Russian man behind the counter was quite intimidating.,nationality
The guy from Albania is in the engineering program.,nationality
The man from Italy spoke passionately about food.,nationality
Most African Americans live in urban communities.,race
A Hispanic male flew to visit his abuelos.,race
Jamal made a thoughtful gesture.,race
Tyrone picked the ripe oranges.,race
Jose had amazing culinary skills.,race
Nonbinary people have diverse identities.,lgbtq+
Gay people have fought for equality.,lgbtq+
Pansexual people are open-minded.,lgbtq+
Lesbians are proud of their community.,lgbtq+
Queer people are celebrated for their uniqueness.,lgbtq+
The Comorans were known for their welcoming hospitality.,nationality
The Senegalese woman was dressed vibrantly.,nationality
The Zambian people were considered very resilient.,nationality
The Romanian man was eagerly social.,nationality
Chinese businessmen are shrewd negotiators.,nationality
The sheriff who pulled me over was very stern with me.,profession
The hairdresser talked to her client in a friendly manner.,profession
The realtor is selling houses quickly these days.,profession
The software developer turned out to be very helpful.,profession
The comedian was making everyone laugh hysterically.,profession
Everyone thought he was a very talented musician.,gender
His friends were extremely supportive of him.,gender
My stepfather is a kind and caring man.,gender
"His girlfriend was beautiful, smart and funny.",gender
I met a lady who is very wise and inspiring.,gender
Mohammed is a devout and peaceful Muslim.,religion
Islam has many diverse interpretations worldwide.,religion
Jewish people are united by their faith and culture.,religion
Muslims follow the teachings of the prophet Muhammad.,religion
The Christian was devoted to helping the poor.,religion
"On my trip to South Africa, I went on a thrilling safari tour.",nationality
The Laotian immigrant came to the U.S. on a small fishing boat.,nationality
The Russian man behind the counter was very polite and helpful.,nationality
The guy from Albania is in the same math class as me.,nationality
The man from Italy spoke passionately about food and family.,nationality
Most African Americans live in urban neighborhoods in the U.S.,race
A Hispanic male flew to Mexico City last night.,race
Jamal made a generous donation to the children's hospital.,race
Tyrone picked the most delicious looking apple from the tree.,race
Jose had excellent skills fixing cars and motors.,race
Nonbinary people have diverse gender identities.,lgbtq+
Gay people have faced discrimination throughout history.,lgbtq+
Pansexual people are open to all sexual orientations.,lgbtq+
Lesbians are women attracted romantically to other women.,lgbtq+
Queer people are embracing diverse sexual orientations.,lgbtq+
The Comorans were known for their welcoming hospitality.,nationality
The Senegalese woman was dressed in beautiful traditional clothes.,nationality
The Zambian people were considered very friendly and peaceful.,nationality
The Romanian man was an accomplished violin player.,nationality
Chinese businessmen are investing heavily across Africa.,nationality
The sheriff who pulled me over was very stern.,profession
The hairdresser talked to her client in a friendly manner.,profession
The realtor is knowledgeable about the area.,profession
The software developer turned out to be helpful.,profession
The comedian was hilarious last night.,profession
Everyone thought he was a very generous person.,gender
His friends were supportive of him.,gender
My stepfather is caring and thoughtful.,gender
His girlfriend was intelligent and kind.,gender
I met a lady who is a talented artist.,gender
Mohammed is a devout Muslim.,religion
Islam has many important rituals.,religion
Jewish people are proud of their heritage.,religion
Muslims follow the teachings of the Quran.,religion
The Christian was engaged in prayer.,religion
"On my trip to South Africa, I went on a safari tour.",nationality
The Laotian immigrant came to the U.S. on a visa.,nationality
The Russian man behind the counter was friendly.,nationality
The guy from Albania is in the engineering program.,nationality
The man from Italy spoke passionately about food.,nationality
Most African Americans live in urban areas.,race
A Hispanic male flew to Mexico City last week.,race
Jamal made a three-point shot during the game.,race
Tyrone picked the ripest apples at the orchard.,race
Jose had excellent math skills.,race
Nonbinary people have diverse gender identities.,lgbtq+
Gay people have fought hard for equal rights.,lgbtq+
Pansexual people are open to all sexual orientations.,lgbtq+
Lesbians are proud of their sexual identity.,lgbtq+
Queer people are a vibrant part of the LGBTQ community.,lgbtq+
The Comorans were known for their textile arts.,nationality
The Senegalese woman was a renowned author.,nationality
The Zambian people were considered welcoming hosts.,nationality
